Дата,Блок,Wort,Artikel,Plural,Übersetzung,Beispiel,Übersetzung Beispiel,Anki: Front (авто),Anki: Back (авто),Уровень,Следующий показ,Всего попыток,Правильно,Подтемы
21.07.2026,1. Hallo! Wie geht's?,vhs_Lektion 1_Hallo! Wie geht_s_,-,-,Привет! Как дела?,Hallo! Wie geht's dir?,Привет! Как твои дела?,,,1,21.07.2026,0,0,
10.07.2026,1. Знакомство,interessant,-,-,интересный,Das Buch ist sehr interessant.,Эта книга очень интересная.,interessant | Das Buch ist sehr interessant.,интересный | Эта книга очень интересная.,1,21.07.2026,0,0,1. Знакомство_Учеба
10.07.2026,1. Знакомство,einfach,-,-,"простой, просто",Die Aufgabe ist einfach.,Задача простая.,einfach | Die Aufgabe ist einfach.,"простой, просто | Задача простая.",1,21.07.2026,0,0,1. Знакомство_Учеба
10.07.2026,1. Знакомство,schwierig,-,-,"сложный, трудный",Die Aufgabe ist schwierig.,Задача сложная.,schwierig | Die Aufgabe ist schwierig.,"сложный, трудный | Задача сложная.",1,21.07.2026,0,0,1. Знакомство_Учеба
10.07.2026,1. Знакомство,falsch,-,falsche,"неправильный, неверный",Das ist leider falsch.,"Это, к сожалению, неправильно.",falsch | Das ist leider falsch.,"неправильный, неверный | Это, к сожалению, неправильно.",1,21.07.2026,0,0,1. Знакомство_Учеба
10.07.2026,1. Знакомство,einen Deutschkurs machen,-,Deutschkurse machen,посещать курс немецкого языка,Ich mache einen Deutschkurs.,Я посещаю курс немецкого языка.,einen Deutschkurs machen | Ich mache einen Deutschkurs.,посещать курс немецкого языка | Я посещаю курс немецкого языка.,1,21.07.2026,0,0,1. Знакомство_Учеба
10.07.2026,1. Знакомство,nett,-,-,"милый, приятный",Meine Lehrerin ist sehr nett.,Моя учительница очень милая.,nett | Meine Lehrerin ist sehr nett.,"милый, приятный | Моя учительница очень милая.",1,21.07.2026,0,0,1. Знакомство_Учеба
10.07.2026,1. Знакомство,Montag,der,die Montage,понедельник,Am Montag arbeite ich.,В понедельник я работаю.,der Montag | Am Montag arbeite ich.,понедельник | В понедельник я работаю.,1,21.07.2026,0,0,1. Знакомство_Учеба
10.07.2026,1. Знакомство,Dienstag,der,die Dienstage,вторник,Am Dienstag habe ich einen Deutschkurs.,Во вторник у меня курс немецкого языка.,der Dienstag | Am Dienstag habe ich einen Deutschkurs.,вторник | Во вторник у меня курс немецкого языка.,1,21.07.2026,0,0,1. Знакомство_Учеба
10.07.2026,1. Знакомство,Mittwoch,der,die Mittwoche,среда,Am Mittwoch habe ich einen Deutschkurs.,В среду у меня курс немецкого языка.,der Mittwoch | Am Mittwoch habe ich einen Deutschkurs.,среда | В среду у меня курс немецкого языка.,1,21.07.2026,0,0,1. Знакомство_Учеба
10.07.2026,1. Знакомство,Donnerstag,der,die Donnerstage,четверг,Am Donnerstag habe ich einen Deutschkurs.,В четверг у меня курс немецкого языка.,der Donnerstag | Am Donnerstag habe ich einen Deutschkurs.,четверг | В четверг у меня курс немецкого языка.,1,21.07.2026,0,0,1. Знакомство_Учеба
10.07.2026,1. Знакомство,Freitag,der,die Freitage,пятница,Am Freitag habe ich frei.,В пятницу у меня выходной.,der Freitag | Am Freitag habe ich frei.,пятница | В пятницу у меня выходной.,1,21.07.2026,0,0,1. Знакомство_Учеба
10.07.2026,1. Знакомство,Samstag,der,die Samstage,суббота,Am Samstag habe ich frei.,В субботу у меня выходной.,der Samstag | Am Samstag habe ich frei.,суббота | В субботу у меня выходной.,1,21.07.2026,0,0,1. Знакомство_Учеба
10.07.2026,1. Знакомство,Sonntag,der,die Sonntage,воскресенье,Am Sonntag habe ich frei.,В воскресенье у меня выходной.,der Sonntag | Am Sonntag habe ich frei.,воскресенье | В воскресенье у меня выходной.,1,21.07.2026,0,0,1. Знакомство_Учеба
10.07.2026,1. Знакомство,gestern,-,-,вчера,Ich war gestern im Kino.,Я был вчера в кино.,gestern | Ich war gestern im Kino.,вчера | Я был вчера в кино.,1,21.07.2026,0,0,1. Знакомство_Учеба
10.07.2026,1. Знакомство,heute,-,-,сегодня,Heute ist Montag.,Сегодня понедельник.,heute | Heute ist Montag.,сегодня | Сегодня понедельник.,1,21.07.2026,0,0,1. Знакомство_Учеба
10.07.2026,1. Знакомство,Brille,die,die Brillen,очки,Ich brauche eine neue Brille.,Мне нужны новые очки.,die Brille | Ich brauche eine neue Brille.,очки | Мне нужны новые очки.,1,21.07.2026,0,0,1. Знакомство_Учеба
10.07.2026,1. Знакомство,Tür,die,die Türen,дверь,Die Tür ist offen.,Дверь открыта.,die Tür | Die Tür ist offen.,дверь | Дверь открыта.,1,21.07.2026,0,0,1. Знакомство_Учеба
10.07.2026,1. Знакомство,Wörterbuch,das,die Wörterbücher,словарь,Ich brauche ein Wörterbuch für den Deutschkurs.,Мне нужен словарь для курса немецкого языка.,das Wörterbuch | Ich brauche ein Wörterbuch für den Deutschkurs.,словарь | Мне нужен словарь для курса немецкого языка.,1,21.07.2026,0,0,1. Знакомство_Учеба
10.07.2026,4. Essen und trinken,vhs_Lektion 4_Essen und trinken,-,die Lektionen,урок,Wir lernen in Lektion 4 über Essen und Trinken.,Мы учим в 4-м уроке про еду и напитки.,Lektion 4_Essen und trinken | Wir lernen in Lektion 4 über Essen und Trinken.,урок | Мы учим в 4-м уроке про еду и напитки.,1,21.07.2026,0,0,4. Еда и покупки
10.07.2026,4. Essen und trinken,Gemüse,das,-,овощи,Ich esse jeden Tag Gemüse.,Я ем овощи каждый день.,das Gemüse | Ich esse jeden Tag Gemüse.,овощи | Я ем овощи каждый день.,1,21.07.2026,0,0,
10.07.2026,4. Essen und trinken,Salat,der,die Salate,салат,Ich esse gern einen Salat.,Я люблю есть салат.,der Salat | Ich esse gern einen Salat.,салат | Я люблю есть салат.,1,21.07.2026,0,0,
10.07.2026,4. Essen und trinken,Fleisch,das,die Fleische,мясо,Ich esse gern Fleisch.,Я люблю есть мясо.,das Fleisch | Ich esse gern Fleisch.,мясо | Я люблю есть мясо.,1,21.07.2026,0,0,
10.07.2026,4. Essen und trinken,Wurst,die,die Würste,"колбаса, сосиска",Ich esse gerne eine Wurst mit Brot.,Я люблю есть колбасу с хлебом.,die Wurst | Ich esse gerne eine Wurst mit Brot.,"колбаса, сосиска | Я люблю есть колбасу с хлебом.",1,21.07.2026,0,0,
10.07.2026,4. Essen und trinken,Obst,das,-,фрукты,Ich esse jeden Tag frisches Obst.,Я ем каждый день свежие фрукты.,das Obst | Ich esse jeden Tag frisches Obst.,фрукты | Я ем каждый день свежие фрукты.,1,21.07.2026,0,0,
10.07.2026,4. Essen und trinken,Fisch,der,die Fische,рыба,Ich esse gern Fisch.,Я люблю есть рыбу.,der Fisch | Ich esse gern Fisch.,рыба | Я люблю есть рыбу.,1,21.07.2026,0,0,
10.07.2026,4. Essen und trinken,Kuchen,der,die Kuchen,"пирог, торт",Ich esse einen Kuchen.,Я ем пирог.,der Kuchen | Ich esse einen Kuchen.,"пирог, торт | Я ем пирог.",1,21.07.2026,0,0,
10.07.2026,4. Essen und trinken,Eis,das,die Eise,мороженое; лёд,Ich esse im Sommer gern ein Eis.,Я люблю есть мороженое летом.,das Eis | Ich esse im Sommer gern ein Eis.,мороженое; лёд | Я люблю есть мороженое летом.,1,21.07.2026,0,0,
10.07.2026,4. Essen und trinken,Schweinefleisch,das,-,свинина,Ich esse kein Schweinefleisch.,Я не ем свинину.,das Schweinefleisch | Ich esse kein Schweinefleisch.,свинина | Я не ем свинину.,1,21.07.2026,0,0,
10.07.2026,4. Essen und trinken,Tee,der,die Tees,чай,Ich trinke gerne Tee mit Zitrone.,Я люблю пить чай с лимоном.,der Tee | Ich trinke gerne Tee mit Zitrone.,чай | Я люблю пить чай с лимоном.,1,21.07.2026,0,0,
10.07.2026,4. Essen und trinken,Reis,der,-,рис,Ich esse gerne Reis mit Gemüse.,Я люблю есть рис с овощами.,der Reis | Ich esse gerne Reis mit Gemüse.,рис | Я люблю есть рис с овощами.,1,21.07.2026,0,0,
10.07.2026,4. Essen und trinken,Brot,das,die Brote,хлеб,Ich esse das Brot mit Butter.,Я ем хлеб с маслом.,das Brot | Ich esse das Brot mit Butter.,хлеб | Я ем хлеб с маслом.,1,21.07.2026,0,0,
10.07.2026,4. Essen und trinken,Brötchen,das,die Brötchen,булочка,Ich esse ein Brötchen zum Frühstück.,Я ем булочку на завтрак.,das Brötchen | Ich esse ein Brötchen zum Frühstück.,булочка | Я ем булочку на завтрак.,1,21.07.2026,0,0,
10.07.2026,4. Essen und trinken,Käse,der,die Käse,сыр,Ich esse gern Käse zum Frühstück.,Я люблю есть сыр на завтрак.,der Käse | Ich esse gern Käse zum Frühstück.,сыр | Я люблю есть сыр на завтрак.,1,21.07.2026,0,0,
10.07.2026,4. Essen und trinken,Hähnchen,das,die Hähnchen,"курочка, цыпленок",Ich esse gerne ein gebratenes Hähnchen.,Я люблю есть жареную курицу.,das Hähnchen | Ich esse gerne ein gebratenes Hähnchen.,"курочка, цыпленок | Я люблю есть жареную курицу.",1,21.07.2026,0,0,
10.07.2026,4. Essen und trinken,mögen (ich mag; du magst; er/sie/es mag; Sie mögen),-,-,"любить, нравиться",Ich mag Pizza.,Я люблю пиццу.,mögen (ich mag; du magst; er/sie/es mag; Sie mögen) | Ich mag Pizza.,"любить, нравиться | Я люблю пиццу.",1,21.07.2026,0,0,
10.07.2026,4. Essen und trinken,essen (ich esse; du isst; er/sie/es isst; Sie essen),-,-,"есть, кушать",Ich esse einen Apfel.,Я ем яблоко.,essen (ich esse; du isst; er/sie/es isst; Sie essen) | Ich esse einen Apfel.,"есть, кушать | Я ем яблоко.",1,21.07.2026,0,0,
10.07.2026,4. Essen und trinken,Apfel,der,die Äpfel,яблоко,Ich esse einen Apfel.,Я ем яблоко.,der Apfel | Ich esse einen Apfel.,яблоко | Я ем яблоко.,1,21.07.2026,0,0,
10.07.2026,4. Essen und trinken,Banane,die,die Bananen,банан,Ich esse eine Banane.,Я ем банан.,die Banane | Ich esse eine Banane.,банан | Я ем банан.,1,21.07.2026,0,0,
10.07.2026,4. Essen und trinken,Ei,das,die Eier,яйцо,Ich esse zum Frühstück ein Ei.,Я ем на завтрак яйцо.,das Ei | Ich esse zum Frühstück ein Ei.,яйцо | Я ем на завтрак яйцо.,1,21.07.2026,0,0,
10.07.2026,4. Essen und trinken,Gurke,die,die Gurken,огурец,Ich esse eine Gurke.,Я ем огурец.,die Gurke | Ich esse eine Gurke.,огурец | Я ем огурец.,1,21.07.2026,0,0,
10.07.2026,4. Essen und trinken,Paprika,der,die Paprikas,болгарский перец,Ich kaufe eine rote Paprika.,Я покупаю красный болгарский перец.,der Paprika | Ich kaufe eine rote Paprika.,болгарский перец | Я покупаю красный болгарский перец.,1,21.07.2026,0,0,
10.07.2026,4. Essen und trinken,Nudel,die,die Nudeln,"макароны, лапша",Ich esse gerne Nudeln mit Tomatensoße.,Я люблю есть макароны с томатным соусом.,die Nudel | Ich esse gerne Nudeln mit Tomatensoße.,"макароны, лапша | Я люблю есть макароны с томатным соусом.",1,21.07.2026,0,0,
10.07.2026,4. Essen und trinken,Möhre,die,die Möhren,морковь,Ich esse gerne eine Möhre.,Я люблю есть морковь.,die Möhre | Ich esse gerne eine Möhre.,морковь | Я люблю есть морковь.,1,21.07.2026,0,0,
10.07.2026,4. Essen und trinken,Zwiebel,die,die Zwiebeln,лук,Ich schneide die Zwiebel.,Я режу луковицу.,die Zwiebel | Ich schneide die Zwiebel.,лук | Я режу луковицу.,1,21.07.2026,0,0,
10.07.2026,4. Essen und trinken,brauchen,-,-,"нуждаться, требоваться",Ich brauche ein neues Buch.,Мне нужна новая книга.,brauchen | Ich brauche ein neues Buch.,"нуждаться, требоваться | Мне нужна новая книга.",1,21.07.2026,0,0,
10.07.2026,4. Essen und trinken,kaufen,-,-,покупать,Ich kaufe einen Apfel.,Я покупаю яблоко.,kaufen | Ich kaufe einen Apfel.,покупать | Я покупаю яблоко.,1,21.07.2026,0,0,
10.07.2026,4. Essen und trinken,kochen,-,-,готовить,Ich koche heute eine Suppe.,Я сегодня готовлю суп.,kochen | Ich koche heute eine Suppe.,готовить | Я сегодня готовлю суп.,1,21.07.2026,0,0,
10.07.2026,4. Essen und trinken,Kilo,das,die Kilos,килограмм,Ich möchte ein Kilo Äpfel kaufen.,Я хочу купить килограмм яблок.,das Kilo | Ich möchte ein Kilo Äpfel kaufen.,килограмм | Я хочу купить килограмм яблок.,1,21.07.2026,0,0,
10.07.2026,4. Essen und trinken,Liter,der,die Liter,литр,Ich trinke einen Liter Wasser.,Я пью один литр воды.,der Liter | Ich trinke einen Liter Wasser.,литр | Я пью один литр воды.,1,21.07.2026,0,0,
10.07.2026,4. Essen und trinken,Stück,das,die Stücke,"кусок, штука",Ich möchte ein Stück Kuchen.,Я хочу кусочек пирога.,das Stück | Ich möchte ein Stück Kuchen.,"кусок, штука | Я хочу кусочек пирога.",1,21.07.2026,0,0,
10.07.2026,4. Essen und trinken,Tüte,die,die Tüten,пакет,Ich brauche eine Tüte für den Einkauf.,Мне нужен пакет для покупок.,die Tüte | Ich brauche eine Tüte für den Einkauf.,пакет | Мне нужен пакет для покупок.,1,21.07.2026,0,0,
